entry_id,msn_headword,ehn_spoken_form,part_of_speech,gloss_en,gloss_es,authoring_domain,use_status,source_confidence,review_note
kw::nectli::2,nektli,nectli,noun,honey.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::nochtli::4,nochtli,nochtli,noun,prickly pear,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ohyoli::1,ohyoli,ohyoli,noun,jug.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::okichpil::1,okichpil,okichpil,noun,boy,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::okichtli::1,okichtli,okichtli,noun,"male, macho",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ocuili::1,okuili,ocuili,noun,"worm, grub.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::omitl::4,omitl,omitl,noun,bone.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ompa::2,ompa,ompa,adj,second.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::oselotl::4,oselotl,oselotl,noun,jaguar.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ostotl::3,ostotl,ostotl,noun,cave,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ostowatl::1,ostowatl,ostowatl,noun,fox,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::otoncamanalli::1,otonkamanalli,otoncamanalli,noun,the Otomi language.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::otonlalax::2,otonlalax,otonlalax,noun,mandarin orange.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ohuaatl::1,owaatl,ohuaatl,noun,sugarcane juice.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ohuatl::2,owatl,ohuatl,noun,sugarcane.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ohui::1,owi,ohui,adj,"hard, difficult.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pahtli::2,pahtli,pahtli,noun,medicine.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::paquiliztli::2,pakilistli,paquiliztli,noun,joy,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::palach::2,palach,palach,noun,turkey.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pantzi::1,pantsi,pantzi,noun,bread.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::papalotl::5,papalotl,papalotl,noun,butterfly.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pastiya::1,pastiya,pastiya,noun,pill.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::patiyo::1,patiyo,patiyo,adj,expensive.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::patlahuac::2,patlawak,patlahuac,adj,"wide, ample.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::paxalohquetl::1,paxalohketl,paxalohquetl,noun,visitor.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pemuch::1,pemuch,pemuch,noun,naked coral tree.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::peso::1,peso,peso,noun,peso,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pezohtli::3,pesohtli,pezohtli,noun,"badger, coati.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pilconetzi::1,pilkonetsi,pilconetzi,noun,child,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pitzo::1,pitso,pitzo,noun,pig.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::piyo::2,piyo,piyo,noun,"chicken, hen",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::pochotl::12,pochotl,pochotl,noun,"Kapok tree, silk-cotton tree.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::poctli::3,poktli,poctli,noun,smoke,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::poyox::1,poyox,poyox,noun,rooster.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::puerta::1,puerta,puerta,noun,door,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::zacamiztli::3,sakamistli,zacamiztli,noun,wildcat,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::zacatl::3,sakatl,zacatl,noun,straw,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::zayolnectli::1,sayolnektli,zayolnectli,noun,honey from a bee.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::zayoltzi::1,sayoltsi,zayoltzi,noun,bee,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::sehco::1,sehko,sehco,noun,people.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cecuiliztli::1,sekuilistli,cecuiliztli,noun,the cold.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cenquiztoc::1,senkistok,cenquiztoc,adj,pure.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cetl::4,setl,cetl,noun,ice.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cilchilli::1,silchilli,cilchilli,noun,pequin pepper.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ciltomatl::1,siltomatl,ciltomatl,noun,tomatillo,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::sinkowatl::1,sinkowatl,sinkowatl,noun,bull snake,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cincuahuitl::1,sinkuawitl,cincuahuitl,noun,cuttings.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::citlal-cetl::1,sitlal setl,citlal cetl,noun,snow.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::sitlalli::1,sitlalli,sitlalli,noun,star,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cihuamizto::1,siwamisto,cihuamizto,noun,cat,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::siwapil::2,siwapil,siwapil,noun,girl.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::siwatl::1,siwatl,siwatl,noun,woman,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::siya::1,siya,siya,noun,chair,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::sokitl::3,sokitl,sokitl,noun,mud,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::zoquiyo::2,sokiyo,zoquiyo,adj,dirty.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::soldado::1,soldado,soldado,noun,soldier,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::zozoltic::2,sosoltik,zozoltic,adj,old (thing).,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tamalli::3,tamalli,tamalli,noun,tamale,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::taza::1,tasa,taza,noun,cup.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tate::2,tate,tate,noun,sir.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tecactli::3,tekaktli,tecactli,noun,"a sandal, huarache.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tequicalli::1,tekikalli,tequicalli,noun,palace.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tequitiquetl::1,tekitiketl,tequitiquetl,noun,authority.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tecomahtli::1,tekomahtli,tecomahtli,noun,squirrel.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tecotli::1,tekotli,tecotli,noun,"master, lord.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::teccizcacahuatl::1,teksiskakawatl,teccizcacahuatl,noun,shell.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tecciztli::4,teksistli,tecciztli,noun,egg,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tecuani::5,tekuani,tecuani,noun,lion.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::telpokatl::1,telpokatl,telpokatl,noun,"young person, young man.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::temaxokotl::2,temaxokotl,temaxokotl,noun,plump,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepahtihquetl::1,tepahtihketl,tepahtihquetl,noun,doctor.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepamitl::2,tepamitl,tepamitl,noun,wall,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepetl::4,tepetl,tepetl,noun,mountain,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepozcamanalli::1,teposkamanalli,tepozcamanalli,noun,radio.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepozcahuayo::1,teposkawayo,tepozcahuayo,noun,bus.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepozmecatl::2,teposmekatl,tepozmecatl,noun,"wire, chain.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tepoztototl::2,tepostototl,tepoztototl,noun,airplane,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tezcatl::4,teskatl,tezcatl,noun,mirror.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tetequipanohquetl::1,tetekipanohketl,tetequipanohquetl,noun,servant.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tetl::6,tetl,tetl,noun,rock,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::texinquetl::1,texinketl,texinquetl,noun,hairdresser.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::texokotl::2,texokotl,texokotl,noun,tejocote,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tianquiz::1,tiankis,tianquiz,noun,"market, plaza.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tiochicahualnextili::1,tiochikawalnextili,tiochicahualnextili,noun,miracle.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tiocamanalohquetl::1,tiokamanalohketl,tiocamanalohquetl,noun,prophet.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tiopa::1,tiopa,tiopa,noun,church,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tiopamitl::1,tiopamitl,tiopamitl,noun,temple,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tizquetl::1,tisketl,tizquetl,noun,"a miller, grinder.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlachiacayotl::1,tlachiakayotl,tlachiacayotl,noun,butter.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlachiyaliz::1,tlachiyalis,tlachiyaliz,noun,likeness,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlachtehquetl::1,tlachtehketl,tlachtehquetl,noun,thief.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlahtolcamanalli::1,tlahtolkamanalli,tlahtolcamanalli,noun,story.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlahtolcuatacani::1,tlahtolkuatakani,tlahtolcuatacani,noun,a well-spoken person,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaihiyohuiliztli::1,tlaihiyowilistli,tlaihiyohuiliztli,noun,affliction.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaquemitl::1,tlakemitl,tlaquemitl,noun,blanket.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaquetzali::1,tlaketsali,tlaquetzali,noun,pitchfork.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaquetztli::1,tlaketstli,tlaquetztli,noun,a trap.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlalchi::1,tlalchi,tlalchi,noun,ground.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlalli::6,tlalli,tlalli,noun,earth,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlalochtli::1,tlalochtli,tlalochtli,noun,moment.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaltepactli::1,tlaltepaktli,tlaltepactli,noun,"ground, earth",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlamamalli::1,tlamamalli,tlamamalli,noun,"load, cargo.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlamantli-xihuitl::1,tlamantli xiwitl,tlamantli xihuitl,noun,grass.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlamaya::1,tlamaya,tlamaya,noun,"a plain, flat land.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlamayamitl::1,tlamayamitl,tlamayamitl,noun,"field, plain.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlamocuitlahuihquetl::1,tlamokuitlawihketl,tlamocuitlahuihquetl,noun,shepherd.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlanaquiliztli::1,tlanakilistli,tlanaquiliztli,noun,"answer, response.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlanahuatihquetl::1,tlanawatihketl,tlanahuatihquetl,noun,king.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlanahuat-a::1,tlanawatía,tlanahuatía,noun,kingdom.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaneltilihquetl::1,tlaneltilihketl,tlaneltilihquetl,noun,witness.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlanextilihcayotl::1,tlanextilihkayotl,tlanextilihcayotl,noun,"sign, wonder, miracle.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlancoch::1,tlankoch,tlancoch,noun,teeth.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlapahuaxtli::1,tlapawaxtli,tlapahuaxtli,adj,cooked.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlapechtli::3,tlapechtli,tlapechtli,noun,bed.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlapehquetl::1,tlapehketl,tlapehquetl,noun,hunter.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlapitzquetl::1,tlapitsketl,tlapitzquetl,noun,"arbiter, arbitrator.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlapiyali::2,tlapiyali,tlapiyali,noun,animal.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlacehuiliztli::1,tlasewilistli,tlacehuiliztli,noun,peace.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlazolli::2,tlasolli,tlazolli,noun,trash.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlatehquetl::1,tlatehketl,tlatehquetl,noun,cutter.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlatequipanohca::1,tlatekipanohka,tlatequipanohca,noun,slave,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlatehuihcayotl::1,tlatewihkayotl,tlatehuihcayotl,noun,war,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlatilantli::1,tlatilantli,tlatilantli,noun,state.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlatzactli::1,tlatsaktli,tlatzactli,noun,jail.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlatzehtzeloltic::1,tlatsehtseloltik,tlatzehtzeloltic,adj,holy.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlahuelatl::1,tlawelatl,tlahuelatl,noun,flood.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlahuilli::3,tlawilli,tlahuilli,noun,light.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlaxahualiztli::1,tlaxawalistli,tlaxahualiztli,noun,excavation.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlayehyecoli::1,tlayehyekoli,tlayehyecoli,noun,a measure.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlayohua::1,tlayowa,tlayohua,noun,night.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlayohuilotl::1,tlayowilotl,tlayohuilotl,noun,night,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlenihqui::1,tlenihki,tlenihqui,noun,deal,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tleno::1,tleno,tleno,noun,nothing.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tlilelemectli::1,tlilelemektli,tlilelemectli,noun,flame.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::toca::2,toka,toca,noun,name,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tokatl::3,tokatl,tokatl,noun,spider.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tokomahtli::1,tokomahtli,tokomahtli,noun,squirrel,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tocontzi::1,tokontsi,tocontzi,noun,squirrel.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tomatl::4,tomatl,tomatl,noun,tomato,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tomi::2,tomi,tomi,noun,money.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tomin::3,tomin,tomin,noun,money.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tonalli::9,tonalli,tonalli,noun,a day,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tonatih::2,tonatih,tonatih,noun,sun.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::tonaya::1,tonaya,tonaya,noun,"day, daytime",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::topitzi::1,topitsi,topitzi,noun,lizard.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::torre::1,torre,torre,noun,tower.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::toza::1,tosa,toza,noun,gopher,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::totahtzi::1,totahtsi,totahtzi,noun,priest.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::totoli::3,totoli,totoli,noun,turkey,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
